波数 (cm-1),反射率 (%)
2052.853,17.78198702
2053.335,17.80277913
2053.817,17.79945144
2054.299,17.79245482
2054.781,17.82775765
2055.263,17.82921164
2055.746,17.8303588
2056.228,17.84858911
2056.71,17.8567749
2057.192,17.85129975
2057.674,17.84657075
2058.156,17.87237334
2058.638,17.8722941
2059.12,17.8730757
2059.603,17.86936542
2060.084,17.87325484
2060.567,17.86801834
2061.049,17.8952566
2061.531,17.87610744
2062.013,17.89445119
2062.495,17.89583023
2062.977,17.88859393
2063.459,17.89888379
2063.941,17.90605675
2064.424,17.91135173
2064.906,17.9205552
2065.388,17.93013496
2065.87,17.93179429
2066.352,17.93980687
2066.834,17.93848741
2067.316,17.94633531
2067.798,17.93531777
2068.281,17.9491432
2068.763,17.95323932
2069.245,17.9562771
2069.727,17.96546786
2070.209,17.96420628
2070.691,17.95494096
2071.173,17.95379691
2071.655,17.95788579
2072.137,17.97582537
2072.62,17.96032489
2073.102,17.97708441
2073.584,17.95825663
2074.066,17.9612695
2074.548,17.96166797
2075.03,17.97554814
2075.512,17.97811116
2075.994,17.97689794
2076.477,17.97050984
2076.959,17.98550421
2077.441,17.98959506
2077.923,17.97852175
2078.405,17.97406619
2078.887,17.98513448
2079.369,17.97928
2079.851,17.99259503
2080.333,17.97925574
2080.816,17.96224198
2081.298,17.97289526
2081.78,17.98403247
2082.262,17.96827349
2082.744,17.96119059
2083.226,17.97585494
2083.708,17.97625681
2084.19,17.98715527
2084.673,17.95543563
2085.155,17.97319165
2085.637,17.96199926
2086.119,17.9471558
2086.601,17.95925838
2087.083,17.95631483
2087.565,17.94663708
2088.047,17.96841737
2088.53,17.94493976
2089.011,17.96242513
2089.494,17.94431624
2089.976,17.958888
2090.458,17.95485363
2090.94,17.935789
2091.422,17.93732703
2091.904,17.92674904
2092.386,17.94960907
2092.868,17.93771372
2093.351,17.9270378
2093.833,17.91755072
2094.315,17.89770609
2094.797,17.92360797
2095.279,17.92629812
2095.761,17.90812864
2096.243,17.93715719
2096.725,17.89890353
2097.208,17.90369614
2097.69,17.91032056
2098.172,17.88241337
2098.654,17.89298553
2099.136,17.8931153
2099.618,17.88061793
2100.1,17.86695553
2100.582,17.8728146
2101.064,17.88080327
2101.547,17.84309816
2102.029,17.86641885
2102.511,17.84056193
2102.993,17.83690673
2103.475,17.8375166
2103.957,17.8281802
2104.439,17.8348857
2104.921,17.82203638
2105.404,17.81340538
2105.886,17.81594617
2106.368,17.79943024
2106.85,17.80708398
2107.332,17.80113476
2107.814,17.77760154
2108.296,17.78223662
2108.778,17.78851182
2109.26,17.76109321
2109.743,17.77188174
2110.225,17.75668625
2110.707,17.75003
2111.189,17.75106752
2111.671,17.74638961
2112.153,17.74363772
2112.635,17.73988217
2113.117,17.72096298
2113.6,17.71937258
2114.082,17.69921181
2114.564,17.70594763
2115.046,17.69094968
2115.528,17.68174875
2116.01,17.66066503
2116.492,17.6564654
2116.974,17.66583732
2117.457,17.66416597
2117.938,17.6509932
2118.421,17.62660535
2118.903,17.63828213
2119.385,17.62541739
2119.867,17.60440948
2120.349,17.60781176
2120.831,17.60516955
2121.313,17.57627559
2121.795,17.57490441
2122.278,17.58441983
2122.76,17.58065308
2123.242,17.56642393
2123.724,17.5539168
2124.206,17.54467328
2124.688,17.5487424
2125.17,17.5354806
2125.652,17.53555392
2126.135,17.51960442
2126.617,17.52135518
2127.099,17.51657724
2127.581,17.51659945
2128.063,17.4994431
2128.545,17.49694016
2129.027,17.48412028
2129.509,17.47147737
2129.991,17.46550634
2130.474,17.44812051
2130.956,17.43564532
2131.438,17.41389213
2131.92,17.42427743
2132.402,17.41013225
2132.884,17.39257557
2133.366,17.4081372
2133.848,17.3958149
2134.331,17.36862954
2134.813,17.35622836
2135.295,17.36038931
2135.777,17.34789533
2136.259,17.34183408
2136.741,17.3268878
2137.223,17.33974453
2137.705,17.30478806
2138.188,17.30950797
2138.67,17.29282702
2139.152,17.27863314
2139.634,17.27288961
2140.116,17.27201786
2140.598,17.25908113
2141.08,17.24434175
2141.562,17.24303499
2142.044,17.23903641
2142.527,17.23362654
2143.009,17.22288914
2143.491,17.19687875
2143.973,17.20853721
2144.455,17.20375289
2144.937,17.18755585
2145.419,17.18819657
2145.901,17.16961352
2146.384,17.15754124
2146.865,17.12894825
2147.348,17.16271849
2147.83,17.14557987
2148.312,17.13050817
2148.794,17.11912207
2149.276,17.11447825
2149.758,17.12488257
2150.24,17.10821158
2150.722,17.1088291
2151.205,17.08661895
2151.687,17.08057672
2152.169,17.08415786
2152.651,17.08241266
2153.133,17.06011422
2153.615,17.07389522
2154.097,17.05372814
2154.579,17.07316761
2155.062,17.02614408
2155.544,17.03466495
2156.026,17.00876432
2156.508,17.00801694
2156.99,17.00755247
2157.472,16.99373218
2157.954,16.98044521
2158.436,16.9775066
2158.918,16.97356505
2159.401,16.95338851
2159.883,16.95227885
2160.365,16.96945069
2160.847,16.96994562
2161.329,16.91632954
2161.811,16.93946389
2162.293,16.92711275
2162.775,16.90677327
2163.258,16.89576045
2163.74,16.90530405
2164.222,16.90615384
2164.704,16.89683619
2165.186,16.88814663
2165.668,16.88336044
2166.15,16.88089628
2166.632,16.86630631
2167.115,16.84639058
2167.597,16.85001309
2168.079,16.83667185
2168.561,16.81647669
2169.043,16.83544917
2169.525,16.8204413
2170.007,16.80858728
2170.489,16.80884935
2170.971,16.80317095
2171.454,16.81175899
2171.936,16.79231629
2172.418,16.79030163
2172.9,16.80462381
2173.382,16.79218701
2173.864,16.78900661
2174.346,16.81037429
2174.828,16.78531813
2175.311,16.77326188
2175.792,16.78175728
2176.275,16.77814325
2176.757,16.75294573
2177.239,16.77074917
2177.721,16.75592963
2178.203,16.74208511
2178.685,16.74352978
2179.167,16.73611486
2179.649,16.7383087
2180.132,16.71206628
2180.614,16.72012131
2181.096,16.70898831
2181.578,16.70862695
2182.06,16.72630549
2182.542,16.69947413
2183.024,16.69730394
2183.506,16.71171234
2183.989,16.70256447
2184.471,16.7137704
2184.953,16.71119838
2185.435,16.67967133
2185.917,16.69384797
2186.399,16.69845431
2186.881,16.67398742
2187.363,16.68331242
2187.845,16.68809633
2188.328,16.68043935
2188.81,16.668514
2189.292,16.68704189
2189.774,16.65932185
2190.256,16.68269788
2190.738,16.66289711
2191.22,16.67986052
2191.702,16.66343072
2192.185,16.65917563
2192.667,16.65592403
2193.149,16.67797781
2193.631,16.65600393
2194.113,16.6623533
2194.595,16.6698474
2195.077,16.66633855
2195.559,16.65788154
2196.042,16.65803706
2196.524,16.67808097
2197.006,16.66990106
2197.488,16.66651372
2197.97,16.67014209
2198.452,16.67659281
2198.934,16.65952653
2199.416,16.67191674
2199.898,16.66944585
2200.381,16.67290551
2200.863,16.65140975
2201.345,16.67279554
2201.827,16.674176
2202.309,16.66931763
2202.791,16.65552155
2203.273,16.65822236
2203.755,16.65491146
2204.238,16.65757633
2204.719,16.66381331
2205.202,16.6675552
2205.684,16.65357138
2206.166,16.6712058
2206.648,16.67312534
2207.13,16.66590211
2207.612,16.68169552
2208.094,16.68673082
2208.576,16.67855578
2209.059,16.69715228
2209.541,16.67116932
2210.023,16.69221342
2210.505,16.69774385
2210.987,16.71218807
2211.469,16.68591115
2211.951,16.71427415
2212.433,16.71924672
2212.916,16.71201716
2213.398,16.70253295
2213.88,16.72551703
2214.362,16.73681054
2214.844,16.71726063
2215.326,16.71768249
2215.808,16.73520631
2216.29,16.7462456
2216.772,16.72381059
2217.255,16.73807376
2217.737,16.76215524
2218.219,16.75632258
2218.701,16.75931435
2219.183,16.77556755
2219.665,16.76544526
2220.147,16.78211627
2220.629,16.78149401
2221.112,16.76756316
2221.594,16.77351991
2222.076,16.8063246
2222.558,16.78130386
2223.04,16.80167336
2223.522,16.80733712
2224.004,16.80935827
2224.486,16.81634614
2224.969,16.81944481
2225.451,16.83621222
2225.933,16.82334536
2226.415,16.84512394
2226.897,16.82909623
2227.379,16.85190517
2227.861,16.86890561
2228.343,16.85659766
2228.825,16.85414877
2229.308,16.87564091
2229.79,16.87974431
2230.272,16.89184091
2230.754,16.89868124
2231.236,16.90983629
2231.718,16.89930076
2232.2,16.90514814
2232.682,16.90927448
2233.165,16.89670862
2233.646,16.93958329
2234.129,16.94831181
2234.611,16.91564557
2235.093,16.96053563
2235.575,16.96379184
2236.057,16.96514534
2236.539,16.97815526
2237.021,16.98845746
2237.503,16.99936912
2237.986,17.00542682
2238.468,16.99414552
2238.95,17.02918333
2239.432,17.02100673
2239.914,17.03021662
2240.396,17.04541195
2240.878,17.05632516
2241.36,17.04113519
2241.843,17.04640709
2242.325,17.08466576
2242.807,17.07722933
2243.289,17.09875158
2243.771,17.09655689
2244.253,17.11999405
2244.735,17.11637706
2245.217,17.12233048
2245.699,17.14618066
2246.182,17.13952676
2246.664,17.16627982
2247.146,17.17602884
2247.628,17.16745738
2248.11,17.19818701
2248.592,17.20105157
2249.074,17.17944408
2249.556,17.22569362
2250.039,17.23246535
2250.521,17.22859428
2251.003,17.23357151
2251.485,17.26331485
2251.967,17.26605751
2252.449,17.26401052
2252.931,17.28508219
2253.413,17.26418215
2253.896,17.28311683
2254.378,17.3013656
2254.86,17.31592611
2255.342,17.31782255
2255.824,17.32224125
2256.306,17.35548199
2256.788,17.35298202
2257.27,17.35311275
2257.752,17.37046702
2258.235,17.3666813
2258.717,17.38681652
2259.199,17.39159299
2259.681,17.3917746
2260.163,17.40938832
2260.645,17.42058576
2261.127,17.41798304
2261.609,17.44232497
2262.092,17.42572143
2262.573,17.43842096
2263.056,17.4648241
2263.538,17.47142143
2264.02,17.48274763
2264.502,17.49477665
2264.984,17.49938046
2265.466,17.51163497
2265.948,17.50768236
2266.43,17.52959689
2266.913,17.52206176
2267.395,17.57053919
2267.877,17.55431273
2268.359,17.56496984
2268.841,17.57053065
2269.323,17.57579546
2269.805,17.58118672
2270.287,17.58035431
2270.77,17.60315119
2271.252,17.60230397
2271.734,17.61911228
2272.216,17.62791376
2272.698,17.62973331
2273.18,17.61010024
2273.662,17.65138535
2274.144,17.66190878
2274.626,17.67289683
2275.109,17.69791579
2275.591,17.69299695
2276.073,17.69862911
2276.555,17.71407649
2277.037,17.72227136
2277.519,17.72133132
2278.001,17.71915179
2278.483,17.74463515
2278.966,17.76445867
2279.448,17.77822592
2279.93,17.77265014
2280.412,17.79375889
2280.894,17.80020914
2281.376,17.79306128
2281.858,17.81883663
2282.34,17.82219689
2282.823,17.8274386
2283.305,17.82689838
2283.787,17.83018877
2284.269,17.85492013
2284.751,17.85001589
2285.233,17.84467315
2285.715,17.85235993
2286.197,17.87487472
2286.679,17.86285971
2287.162,17.87087573
2287.644,17.87991652
2288.126,17.88473314
2288.608,17.87772706
2289.09,17.87349381
2289.572,17.89124265
2290.054,17.89699181
2290.536,17.90682144
2291.019,17.90556023
2291.5,17.91191806
2291.983,17.92486744
2292.465,17.9202042
2292.947,17.94597351
2293.429,17.94948681
2293.911,17.95846326
2294.393,17.95353791
2294.875,17.96553197
2295.357,17.96306576
2295.84,17.98877395
2296.322,17.98376827
2296.804,17.99525103
2297.286,18.00676838
2297.768,18.01451512
2298.25,18.01020248
2298.732,18.01792602
2299.214,18.02567306
2299.697,18.02074148
2300.179,18.00917688
2300.661,18.02189107
2301.143,18.03104634
2301.625,18.04101655
2302.107,18.03973613
2302.589,18.03729839
2303.071,18.04475752
2303.553,18.06417673
2304.036,18.06000271
2304.518,18.04728415
2305,18.07167855
2305.482,18.06048981
2305.964,18.07700891
2306.446,18.07363178
2306.928,18.07333266
2307.41,18.08223239
2307.893,18.09297798
2308.375,18.09201948
2308.857,18.0895416
2309.339,18.10790967
2309.821,18.10025105
2310.303,18.1087118
2310.785,18.09429577
2311.267,18.08390585
2311.75,18.10230991
2312.232,18.09675535
2312.714,18.10028815
2313.196,18.10949141
2313.678,18.12286684
2314.16,18.10743591
2314.642,18.12038745
2315.124,18.11609921
2315.606,18.10959912
2316.089,18.13252908
2316.571,18.11386321
2317.053,18.14453759
2317.535,18.13215826
2318.017,18.15521013
2318.499,18.12764119
2318.981,18.14812189
2319.463,18.14982012
2319.946,18.16089582
2320.427,18.13013738
2320.91,18.15284706
2321.392,18.16364912
2321.874,18.15583735
2322.356,18.17369168
2322.838,18.15432854
2323.32,18.15603095
2323.802,18.14307185
2324.284,18.15643138
2324.767,18.16142292
2325.249,18.14036983
2325.731,18.15512007
2326.213,18.14168132
2326.695,18.15209534
2327.177,18.12943458
2327.659,18.12954636
2328.141,18.11925633
2328.624,18.13747627
2329.106,18.11552946
2329.588,18.10221659
2330.07,18.1206709
2330.552,18.12088225
2331.034,18.09257916
2331.516,18.12424381
2331.998,18.09716342
2332.48,18.11135197
2332.963,18.13814161
2333.445,18.12604229
2333.927,18.14289271
2334.409,18.12781134
2334.891,18.15816583
2335.373,18.1535896
2335.855,18.15325836
2336.337,18.14257661
2336.82,18.12866869
2337.302,18.15055024
2337.784,18.14389288
2338.266,18.11885191
2338.748,18.11728017
2339.23,18.09870749
2339.712,18.11960075
2340.194,18.10041782
2340.677,18.0566422
2341.159,18.06968305
2341.641,18.05217728
2342.123,18.03970064
2342.605,18.02624809
2343.087,18.04438207
2343.569,18.04492693
2344.051,18.03838503
2344.533,18.02962889
2345.016,18.03262857
2345.498,18.05319811
2345.98,18.05837241
2346.462,18.04204196
2346.944,18.06237507
2347.426,18.04721967
2347.908,18.05677001
2348.39,18.05951313
2348.873,18.0340482
2349.354,18.02716616
2349.837,18.04175085
2350.319,18.02824599
2350.801,18.02645841
2351.283,18.01204515
2351.765,18.01787109
2352.247,18.01555923
2352.729,18.01449944
2353.211,17.99186776
2353.694,18.0001702
2354.176,17.98903686
2354.658,17.98575795
2355.14,17.96828263
2355.622,17.94245454
2356.104,17.93858284
2356.586,17.93450754
2357.068,17.91511413
2357.551,17.90421779
2358.033,17.88972624
2358.515,17.88739301
2358.997,17.86624207
2359.479,17.88037626
2359.961,17.87192993
2360.443,17.87202976
2360.925,17.8677842
2361.407,17.87627582
2361.89,17.870376
2362.372,17.88396042
2362.854,17.87417527
2363.336,17.87014659
2363.818,17.86786327
2364.3,17.87554256
2364.782,17.87975351
2365.264,17.87437975
2365.747,17.86189448
2366.229,17.85887187
2366.711,17.86484647
2367.193,17.84705383
2367.675,17.83869584
2368.157,17.84955285
2368.639,17.83025705
2369.121,17.81976211
2369.604,17.80247912
2370.086,17.80803842
2370.568,17.80590213
2371.05,17.79400133
2371.532,17.79253579
2372.014,17.79987968
2372.496,17.80227791
2372.978,17.80906017
2373.46,17.8084355
2373.943,17.82072974
2374.425,17.81840838
2374.907,17.82374316
2375.389,17.81579192
2375.871,17.82865062
2376.353,17.81546782
2376.835,17.81311932
2377.317,17.81203345
2377.799,17.81612417
2378.281,17.79221817
2378.764,17.80288739
2379.246,17.79534093
2379.728,17.78296457
2380.21,17.78985704
2380.692,17.78280551
2381.174,17.7727613
2381.656,17.74899322
2382.138,17.75934496
2382.621,17.75246014
2383.103,17.75335265
2383.585,17.73743024
2384.067,17.73324274
2384.549,17.70404402
2385.031,17.71683006
2385.513,17.69069588
2385.995,17.69716788
2386.478,17.69799401
2386.96,17.69828452
2387.442,17.6791768
2387.924,17.67617272
2388.406,17.69952971
2388.888,17.68315477
2389.37,17.67510682
2389.852,17.66176575
2390.334,17.64075907
2390.817,17.66990638
2391.299,17.63189043
2391.781,17.6363917
2392.263,17.59998168
2392.745,17.62171714
2393.227,17.61072307
2393.709,17.60151142
2394.191,17.58361131
2394.674,17.58037702
2395.156,17.57585954
2395.638,17.60144737
2396.12,17.55692666
2396.602,17.55552054
2397.084,17.55000797
2397.566,17.54930767
2398.048,17.54572126
2398.531,17.5467574
2399.012,17.55585413
2399.495,17.52315236
2399.977,17.52452774
2400.459,17.5165437
2400.941,17.50874238
2401.423,17.50653978
2401.905,17.49835598
2402.387,17.50423982
2402.869,17.48287223
2403.352,17.47470894
2403.834,17.45958567
2404.316,17.46891959
2404.798,17.45262459
2405.28,17.44926498
2405.762,17.44963421
2406.244,17.43238218
2406.726,17.43450134
2407.208,17.40956919
2407.691,17.41341745
2408.173,17.41094205
2408.655,17.38261217
2409.137,17.40646929
2409.619,17.39204323
2410.101,17.3710049
2410.583,17.39257231
2411.065,17.36224013
2411.548,17.35543435
2412.03,17.3374244
2412.512,17.33119205
2412.994,17.34474925
2413.476,17.32439634
2413.958,17.34779412
2414.44,17.33323805
2414.922,17.32143434
2415.405,17.32184248
2415.887,17.30595468
2416.369,17.2893358
2416.851,17.30185123
2417.333,17.28934793
2417.815,17.28154275
2418.297,17.27345719
2418.779,17.27952392
2419.261,17.25580458
2419.744,17.26528586
2420.226,17.28118308
2420.708,17.24914919
2421.19,17.25202821
2421.672,17.2604861
2422.154,17.2528932
2422.636,17.21704606
2423.118,17.22033793
2423.601,17.22661451
2424.083,17.20520829
2424.565,17.2175949
2425.047,17.20366719
2425.529,17.1970007
2426.011,17.20923886
2426.493,17.21738363
2426.975,17.1914254
2427.458,17.20516435
2427.939,17.19568533
2428.422,17.18818362
2428.904,17.18156926
2429.386,17.18536277
2429.868,17.19363064
2430.35,17.1810458
2430.832,17.19698655
2431.314,17.1840212
2431.796,17.17044315
2432.279,17.15902644
2432.761,17.1659504
2433.243,17.14984547
2433.725,17.16321633
2434.207,17.15273057
2434.689,17.16638017
2435.171,17.15050912
2435.653,17.14899046
2436.135,17.14152419
2436.618,17.16432342
2437.1,17.13499286
2437.582,17.12339199
2438.064,17.12882573
2438.546,17.11566869
2439.028,17.13716575
2439.51,17.15439957
2439.992,17.14235066
2440.475,17.14419997
2440.957,17.12281797
2441.439,17.1295946
2441.921,17.12881729
2442.403,17.11114879
2442.885,17.10890444
2443.367,17.1084134
2443.849,17.12625101
2444.332,17.11447965
2444.814,17.11060953
2445.296,17.10941819
2445.778,17.09267491
2446.26,17.12457597
2446.742,17.11677662
2447.224,17.09309302
2447.706,17.12557421
2448.188,17.0981284
2448.671,17.09111165
2449.153,17.09502449
2449.635,17.09400869
2450.117,17.09742727
2450.599,17.11407249
2451.081,17.08079592
2451.563,17.10788145
2452.045,17.09208079
2452.528,17.0820684
2453.01,17.12285841
2453.492,17.09710599
2453.974,17.09552412
2454.456,17.09650123
2454.938,17.09304104
2455.42,17.08618384
2455.902,17.10463615
2456.385,17.09734529
2456.867,17.12105788
2457.349,17.10481578
2457.831,17.10790874
2458.313,17.11205384
2458.795,17.10235536
2459.277,17.11606851
2459.759,17.13627979
2460.241,17.12065469
2460.724,17.12081518
2461.206,17.1407161
2461.688,17.12622296
2462.17,17.14645385
2462.652,17.14527469
2463.134,17.13879765
2463.616,17.14424557
2464.098,17.14057435
2464.581,17.14649039
2465.062,17.13222447
2465.545,17.13349492
2466.027,17.13857364
2466.509,17.16293554
2466.991,17.13516825
2467.473,17.14809339
2467.955,17.15272482
2468.438,17.13641938
2468.919,17.14572834
2469.402,17.12997284
2469.884,17.1390995
2470.366,17.1715471
2470.848,17.16772541
2471.33,17.15590596
2471.812,17.17819266
2472.294,17.17918303
2472.776,17.17392662
2473.259,17.18914636
2473.741,17.19189769
2474.223,17.19567509
2474.705,17.23771535
2475.187,17.21288965
2475.669,17.23944559
2476.151,17.25046339
2476.633,17.24428702
2477.115,17.23211383
2477.598,17.2619275
2478.08,17.26261419
2478.562,17.26133597
2479.044,17.29342958
2479.526,17.28723663
2480.008,17.27857304
2480.49,17.29463218
2480.972,17.28492621
2481.455,17.28620227
2481.937,17.28942319
2482.419,17.28120751
2482.901,17.29194878
2483.383,17.29609763
2483.865,17.30131933
2484.347,17.30611925
2484.829,17.29045528
2485.312,17.31341634
2485.794,17.32046315
2486.276,17.34444756
2486.758,17.32986881
2487.24,17.3640574
2487.722,17.35597666
2488.204,17.34053189
2488.686,17.35183766
2489.168,17.36705273
2489.651,17.38700139
2490.133,17.39071767
2490.615,17.39735976
2491.097,17.39135815
2491.579,17.40230705
2492.061,17.40554182
2492.543,17.40414813
2493.025,17.43151918
2493.508,17.42237313
2493.99,17.43524743
2494.472,17.43675449
2494.954,17.4393684
2495.436,17.44782568
2495.918,17.43036619
2496.4,17.45703278
2496.882,17.46122688
2497.365,17.4765983
2497.846,17.46030387
2498.329,17.4776119
2498.811,17.47482064
2499.293,17.49609649
2499.775,17.48439117
2500.257,17.50315743
2500.739,17.48372872
2501.221,17.52780929
2501.703,17.53632406
2502.186,17.5312573
2502.668,17.53564231
2503.15,17.55186173
2503.632,17.54908344
2504.114,17.57866801
2504.596,17.56227219
2505.078,17.58051218
2505.56,17.57634695
2506.042,17.57280929
2506.525,17.58073048
2507.007,17.61135305
2507.489,17.61963844
2507.971,17.62714277
2508.453,17.60738128
2508.935,17.6343599
2509.417,17.63386391
2509.899,17.65660988
2510.382,17.65770281
2510.864,17.66300807
2511.346,17.67428483
2511.828,17.67587199
2512.31,17.68221713
2512.792,17.69064109
2513.274,17.68261764
2513.756,17.71680518
2514.239,17.71258493
2514.721,17.72953196
2515.203,17.73429207
2515.685,17.72774193
2516.167,17.74711472
2516.649,17.73054389
2517.131,17.74113191
2517.613,17.75644597
2518.095,17.79723807
2518.578,17.79329362
2519.06,17.79584283
2519.542,17.79442167
2520.024,17.81415488
2520.506,17.81086257
2520.988,17.82074622
2521.47,17.8108539
2521.952,17.84055219
2522.435,17.85768795
2522.917,17.84960171
2523.399,17.85069838
2523.881,17.8525033
2524.363,17.87675825
2524.845,17.86708692
2525.327,17.86845373
2525.809,17.88401731
2526.292,17.88562951
2526.773,17.89672398
2527.256,17.90050093
2527.738,17.90551486
2528.22,17.8998125
2528.702,17.92252633
2529.184,17.94239187
2529.666,17.93152065
2530.148,17.93659803
2530.63,17.97138243
2531.113,17.95727376
2531.595,17.97254544
2532.077,17.98061229
2532.559,17.97985892
2533.041,17.9897643
2533.523,18.00544262
2534.005,18.00191321
2534.487,18.02132231
2534.969,18.00595864
2535.452,18.02730209
2535.934,18.03656908
2536.416,18.02156462
2536.898,18.02567138
2537.38,18.0257047
2537.862,18.01653593
2538.344,18.05247001
2538.826,18.04181452
2539.309,18.04734963
2539.791,18.06019487
2540.273,18.08073438
2540.755,18.08403437
2541.237,18.07877446
2541.719,18.08600299
2542.201,18.10442568
2542.683,18.10098019
2543.166,18.11150247
2543.648,18.13090186
2544.13,18.1204338
2544.612,18.1309901
2545.094,18.15732329
2545.576,18.14139027
2546.058,18.14604738
2546.54,18.1510221
2547.022,18.16564931
2547.505,18.17228018
2547.987,18.17646791
2548.469,18.17925611
2548.951,18.20092678
2549.433,18.19323442
2549.915,18.17591579
2550.397,18.18544147
2550.879,18.19872966
2551.362,18.19582395
2551.844,18.18932514
2552.326,18.19834508
2552.808,18.21036874
2553.29,18.20141009
2553.772,18.20862827
2554.254,18.19579494
2554.736,18.21805751
2555.219,18.21309634
2555.7,18.24566492
2556.183,18.23195915
2556.665,18.2273234
2557.147,18.23344439
2557.629,18.25941892
2558.111,18.24714417
2558.593,18.26461435
2559.075,18.27884091
2559.557,18.26568145
2560.04,18.27155103
2560.522,18.25482431
2561.004,18.28663891
2561.486,18.29066641
2561.968,18.30166621
2562.45,18.29808498
2562.932,18.29757042
2563.414,18.30427788
2563.896,18.31078976
2564.379,18.31471526
2564.861,18.32902476
2565.343,18.31467701
2565.825,18.32160138
2566.307,18.31957325
2566.789,18.31433583
2567.271,18.32064294
2567.753,18.32326633
2568.236,18.32665737
2568.718,18.3222615
2569.2,18.34400797
2569.682,18.33021479
2570.164,18.34987696
2570.646,18.33647884
2571.128,18.3347278
2571.61,18.34963023
2572.093,18.3381709
2572.575,18.34186707
2573.057,18.33762633
2573.539,18.33542875
2574.021,18.34979184
2574.503,18.34940525
2574.985,18.35460299
2575.467,18.35917738
2575.949,18.32816307
2576.432,18.35167151
2576.914,18.35039732
2577.396,18.35663822
2577.878,18.3407635
2578.36,18.3554476
2578.842,18.36441385
2579.324,18.35613078
2579.806,18.36165671
2580.289,18.34268169
2580.771,18.36718721
2581.253,18.36322226
2581.735,18.37374067
2582.217,18.37443146
2582.699,18.37409086
2583.181,18.35800824
2583.663,18.37355905
2584.146,18.35997056
2584.627,18.35724631
2585.11,18.36610832
2585.592,18.36040993
2586.074,18.38135639
2586.556,18.36925003
2587.038,18.38092844
2587.52,18.34552006
2588.002,18.37996307
2588.484,18.3740811
2588.967,18.35071763
2589.449,18.35512656
2589.931,18.35779811
2590.413,18.35872592
2590.895,18.34969868
2591.377,18.33725563
2591.859,18.34034761
2592.341,18.34989423
2592.823,18.33902921
2593.306,18.34237308
2593.788,18.33546701
2594.27,18.342024
2594.752,18.354217
2595.234,18.3351741
2595.716,18.35650858
2596.198,18.32840355
2596.68,18.31949058
2597.163,18.36133147
2597.645,18.33255863
2598.127,18.30750948
2598.609,18.32182614
2599.091,18.3271635
2599.573,18.32105805
2600.055,18.31903108
2600.537,18.31296483
2601.02,18.31450715
2601.502,18.32249908
2601.984,18.31750097
2602.466,18.30506953
2602.948,18.28968785
2603.43,18.30777916
2603.912,18.29297028
2604.394,18.30581168
2604.876,18.2937955
2605.359,18.29495965
2605.841,18.29568023
2606.323,18.27079302
2606.805,18.30321165
2607.287,18.27694191
2607.769,18.28726094
2608.251,18.27656706
2608.733,18.26726801
2609.216,18.26182648
2609.698,18.24361258
2610.18,18.26695764
2610.662,18.2591053
2611.144,18.24165554
2611.626,18.25489009
2612.108,18.23121511
2612.59,18.2286841
2613.073,18.23792509
2613.554,18.23104528
2614.037,18.22689131
2614.519,18.20625785
2615.001,18.22042412
2615.483,18.19971965
2615.965,18.19393126
2616.447,18.21338704
2616.929,18.18893178
2617.411,18.19086233
2617.894,18.19572335
2618.376,18.20380267
2618.858,18.19072581
2619.34,18.17934629
2619.822,18.16538272
2620.304,18.20516766
2620.786,18.18637203
2621.268,18.16658089
2621.75,18.16998768
2622.233,18.16246192
2622.715,18.16771381
2623.197,18.15758947
2623.679,18.15770791
2624.161,18.14669209
2624.643,18.13637042
2625.125,18.13192741
2625.607,18.10954567
2626.09,18.12354304
2626.572,18.11347855
2627.054,18.08399213
2627.536,18.08678235
2628.018,18.08517917
2628.5,18.08859103
2628.982,18.07623255
2629.464,18.06485219
2629.947,18.06768226
2630.429,18.0586435
2630.911,18.04116916
2631.393,18.04920256
2631.875,18.04763416
2632.357,18.01778964
2632.839,18.02940008
2633.321,18.03150017
2633.803,18.01546286
2634.286,18.01397593
2634.768,18.0092056
2635.25,18.00944068
2635.732,18.02343964
2636.214,18.01612411
2636.696,17.98835001
2637.178,17.99368541
2637.66,17.99466463
2638.143,17.99013287
2638.625,17.97013499
2639.107,17.98243337
2639.589,17.96888927
2640.071,17.96031002
2640.553,17.93763442
2641.035,17.9229908
2641.517,17.93433508
2642,17.92949869
2642.481,17.93247291
2642.964,17.91267834
2643.446,17.92076881
2643.928,17.90041445
2644.41,17.9090768
2644.892,17.91445071
2645.374,17.8934694
2645.856,17.88798012
2646.338,17.88879929
2646.821,17.87539812
2647.303,17.85380771
2647.785,17.86627046
2648.267,17.86814103
2648.749,17.8463277
2649.231,17.85453331
2649.713,17.85061809
2650.195,17.85335193
2650.677,17.85120481
2651.16,17.8209273
2651.642,17.82160941
2652.124,17.83388708
2652.606,17.79831128
2653.088,17.78815047
2653.57,17.79695356
2654.052,17.77868378
2654.534,17.80444323
2655.017,17.77275268
2655.499,17.76984392
2655.981,17.77106285
2656.463,17.77324345
2656.945,17.75968501
2657.427,17.7526922
2657.909,17.74107788
2658.391,17.74058548
2658.874,17.75173755
2659.356,17.74170992
2659.838,17.74143158
2660.32,17.74074899
2660.802,17.71300687
2661.284,17.71897899
2661.766,17.73332571
2662.248,17.69940938
2662.73,17.70937902
2663.213,17.69519251
2663.695,17.68954645
2664.177,17.69775796
2664.659,17.70057469
2665.141,17.67634941
2665.623,17.66714066
